SD card found...
RTC found...
2023-07-27 08:48:49,Float0LevelChange,1
2023-07-27 08:48:49,Float1LevelChange,1
2023-07-27 08:48:52,BucketFirstCountTime,2023-07-27 08:48:49,BucketCounts,1
2023-07-27 08:49:04,VBATRaw,826,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:49:19,VBATRaw,826,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:49:34,VBATRaw,825,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:49:49,VBATRaw,826,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:50:04,VBATRaw,829,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:50:19,VBATRaw,829,TankLevelRaw,1016,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:50:34,VBATRaw,830,TankLevelRaw,1016,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:50:49,VBATRaw,832,TankLevelRaw,1016,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:51:04,VBATRaw,831,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:51:19,VBATRaw,831,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:51:34,VBATRaw,833,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:51:49,VBATRaw,843,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:52:04,VBATRaw,841,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:52:19,VBATRaw,850,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:52:34,VBATRaw,850,TankLevelRaw,1016,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:52:49,VBATRaw,852,TankLevelRaw,1016,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:53:04,VBATRaw,847,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:53:19,VBATRaw,843,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:53:34,VBATRaw,844,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:53:49,VBATRaw,890,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:54:04,VBATRaw,878,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:54:19,VBATRaw,872,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:54:34,VBATRaw,934,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
2023-07-27 08:54:49,VBATRaw,937,TankLevelRaw,1017,Float0Level,1,Float1Level,1,Float2Level,0
